,KU296299,KU296545,KP759662,KU143802,KR105310,KR817082,KM233072,KR534516,KP759613,KU143807,KM233100,KR653303,KR817121,KX013091,KT357835,KR534526,KT725285,KR817183,KY401645,KU296745,MH121165,KU182899,MH733479,MH733482,MH733483,MH733478,MH733480,MH733485,MH733481,MH733491,MH733484,MH733487,MH733486,MH733489,MH733488,MH733477,MH733490,MH898466,KC242792,KC242793,KC242795,KC242797,KC242794,KC242798,KM519951,KP271018,MK044559,KR819004,MK044561,MK044560,KP271020,AY142960,KY425630,AF499101,KY425639,MK088515,MH613311,MH481611,MK163665,MK163661,MK163674,MK007337,MK163667,MK731988,MK731990,MK007339,MK007330,MK007341,MK163656,MK163644,MK731992,MK007329,MK007340,MK163666,MK163672,MK163670,MK163675,MK007333,MK163662,MK731986,MK731985,MK731989,MK163650,MK163647,MK163654,MK163669,MK731987,MK163658,MK163649,MK007338,MK163668,MK007332,MK007331,MK007334,MK007335,MK007336,MK163655,MK163651,MK163646,MK731993,MK163660,MK731994,MK163653,MK163652,MK163645,MK163663,MK007343,MK163673,MK007344,MK163648,MK007342,KC242784,KC242785,KC242786,KC242787,KC242790,KC242788,HQ613403,KC242789,HQ613402,KC242800,KY471124,KY471125,KU182910,NC_014372,FJ217162,MH121167,KR063673,NC_014373,MK028835,KC545393,KC545395,KC545394,KC545396,NC_039345,MK340750,MF319186,AY769362,KY798004,KY798005,KY798006,MK088530,AF522874,NC_004161,KY008770,JX477166,KY798009,AB050936,KY798008,KY798007,MF540571,FJ621585,KY798012,KY798010,FJ621584,KU182912,AY729654,MH121163,JN638998,KC545389,KC545390,KC545391,KC545392,KC589025,KT878488,MH121162,MK952150,FJ968794,KC242783,EU338380,MH121169,KT750754
MK028835,64.15,64.15,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.29,64.14,64.14,64.29,64.29,64.29,64.29,64.72,64.58,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.58,64.72,64.72,64.72,64.72,64.72,64.72,65.01,65.01,65.01,65.01,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.43,64.43,64.43,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.58,64.87,64.58,64.44,64.43,64.43,64.43,64.43,64.43,64.43,64.43,64.43,64.43,64.43,64.43,64.43,75.12,75.27,75.27,75.27,99.85,99.85,,97.78,97.93,97.93,97.93,59.95,60.09,60.09,57.13,57.13,57.13,57.13,57.13,56.98,56.98,56.98,56.98,56.98,56.98,57.13,57.13,56.70,56.27,56.55,56.55,55.98,53.84,53.84,53.84,53.84,53.98,53.98,53.98,53.98,53.41,53.69,53.69,53.69,53.55,53.84,53.84,53.84,53.41
KC545393,64.44,64.44,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.58,64.43,64.43,64.58,64.58,64.58,64.58,65.01,64.87,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,64.88,65.01,65.01,65.01,65.01,65.01,65.01,65.31,65.31,65.31,65.31,65.16,65.16,65.16,65.16,65.16,65.16,65.16,64.72,64.72,64.72,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,65.01,64.87,65.16,64.87,64.73,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,75.27,75.41,75.41,75.41,97.93,97.93,97.78,,99.85,99.85,99.85,60.09,60.09,60.09,57.27,57.27,57.27,57.27,57.27,57.13,57.13,57.13,57.27,57.27,57.27,57.13,57.13,56.84,56.41,56.55,56.55,56.12,54.26,54.26,54.26,54.26,54.40,54.40,54.40,54.40,53.84,54.12,54.12,54.12,53.98,54.26,54.26,54.26,53.98
KC545395,64.59,64.58,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.58,64.58,64.72,64.72,64.72,64.73,65.16,65.01,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.02,65.16,65.16,65.16,65.16,65.16,65.16,65.45,65.45,65.45,65.45,65.31,65.31,65.31,65.31,65.31,65.31,65.31,64.87,64.87,64.87,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.01,65.31,65.01,64.88,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,75.41,75.56,75.56,75.56,98.07,98.07,97.93,99.85,,100.00,100.00,60.24,60.24,60.24,57.27,57.27,57.27,57.27,57.27,57.13,57.13,57.13,57.27,57.27,57.27,57.13,57.13,56.84,56.41,56.55,56.55,56.12,54.26,54.26,54.26,54.26,54.40,54.40,54.40,54.40,53.84,54.12,54.12,54.12,53.98,54.26,54.26,54.26,53.98
KC545394,64.59,64.58,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.58,64.58,64.72,64.72,64.72,64.73,65.16,65.01,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.02,65.16,65.16,65.16,65.16,65.16,65.16,65.45,65.45,65.45,65.45,65.31,65.31,65.31,65.31,65.31,65.31,65.31,64.87,64.87,64.87,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.01,65.31,65.01,64.88,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,75.41,75.56,75.56,75.56,98.07,98.07,97.93,99.85,100.00,,100.00,60.24,60.24,60.24,57.27,57.27,57.27,57.27,57.27,57.13,57.13,57.13,57.27,57.27,57.27,57.13,57.13,56.84,56.41,56.55,56.55,56.12,54.26,54.26,54.26,54.26,54.40,54.40,54.40,54.40,53.84,54.12,54.12,54.12,53.98,54.26,54.26,54.26,53.98
KC545396,64.59,64.58,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.72,64.58,64.58,64.72,64.72,64.72,64.73,65.16,65.01,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.02,65.16,65.16,65.16,65.16,65.16,65.16,65.45,65.45,65.45,65.45,65.31,65.31,65.31,65.31,65.31,65.31,65.31,64.87,64.87,64.87,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.16,65.01,65.31,65.01,64.88,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,64.87,75.41,75.56,75.56,75.56,98.07,98.07,97.93,99.85,100.00,100.00,,60.24,60.24,60.24,57.27,57.27,57.27,57.27,57.27,57.13,57.13,57.13,57.27,57.27,57.27,57.13,57.13,56.84,56.41,56.55,56.55,56.12,54.26,54.26,54.26,54.26,54.40,54.40,54.40,54.40,53.84,54.12,54.12,54.12,53.98,54.26,54.26,54.26,53.98
NC_039345,61.34,61.33,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.61,61.47,61.47,61.47,61.47,61.47,61.90,61.75,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.33,61.90,61.90,61.90,61.90,61.75,61.75,61.61,61.61,61.61,61.61,61.75,61.75,61.47,61.61,61.61,61.32,61.32,61.61,61.61,61.61,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.75,61.90,61.75,61.62,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.32,61.32,61.32,60.38,60.24,60.24,60.24,59.95,59.95,59.95,60.09,60.24,60.24,60.24,,98.22,98.07,53.06,53.06,53.06,53.06,53.06,52.92,52.92,52.78,52.92,52.92,53.21,52.78,52.78,52.64,52.21,53.21,53.21,52.50,50.43,50.43,50.43,50.43,50.57,50.57,50.57,50.57,50.43,50.57,50.57,50.57,50.43,50.57,50.57,50.57,50.29
MK340750,61.62,61.62,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.90,61.75,61.75,61.75,61.75,61.76,62.18,62.04,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.75,61.62,62.18,62.18,62.18,62.18,62.04,62.04,61.90,61.90,61.90,61.90,62.04,62.04,61.75,61.90,61.90,61.61,61.61,61.90,61.90,61.90,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.18,62.04,62.18,62.04,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.61,61.61,61.61,59.66,59.52,59.52,59.52,60.09,60.09,60.09,60.09,60.24,60.24,60.24,98.22,,97.63,53.35,53.35,53.35,53.35,53.35,53.21,53.21,53.06,53.21,53.21,53.49,53.06,53.06,52.92,52.50,53.21,53.21,52.50,50.29,50.29,50.29,50.29,50.43,50.43,50.43,50.43,50.29,50.43,50.43,50.43,50.29,50.43,50.43,50.43,50.15
MF319186,61.19,61.33,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.61,61.47,61.47,61.47,61.47,61.47,61.90,61.75,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.47,61.33,61.90,61.90,61.90,61.90,61.75,61.75,61.61,61.61,61.61,61.61,61.75,61.75,61.47,61.61,61.61,61.32,61.32,61.61,61.61,61.61,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.90,61.75,61.90,61.75,61.62,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.61,61.32,61.32,61.32,59.66,59.52,59.52,59.52,60.09,60.09,60.09,60.09,60.24,60.24,60.24,98.07,97.63,,52.92,52.92,52.92,52.92,52.92,52.78,52.78,52.64,52.78,52.78,53.06,52.64,52.64,52.50,52.07,53.06,53.06,52.35,50.57,50.57,50.57,50.57,50.71,50.71,50.71,50.71,50.57,50.71,50.71,50.71,50.57,50.71,50.71,50.71,50.43
AY769362,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.27,57.27,57.27,57.27,53.06,53.35,52.92,,99.86,99.86,99.86,99.86,99.71,99.71,99.56,98.23,98.23,97.94,98.53,98.53,96.76,96.17,95.43,95.43,92.62,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
KY798004,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.27,57.27,57.27,57.27,53.06,53.35,52.92,99.86,,99.86,99.86,99.86,99.71,99.71,99.56,98.23,98.23,97.94,98.53,98.53,96.76,96.17,95.43,95.43,92.62,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
KY798005,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.27,57.27,57.27,57.27,53.06,53.35,52.92,99.86,99.86,,99.86,99.86,99.71,99.71,99.56,98.23,98.23,97.94,98.53,98.53,96.76,96.17,95.43,95.43,92.62,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
KY798006,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.27,57.27,57.27,57.27,53.06,53.35,52.92,99.86,99.86,99.86,,99.86,99.71,99.71,99.56,98.23,98.23,97.94,98.53,98.53,96.76,96.17,95.43,95.43,92.62,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
MK088530,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.07,57.07,57.07,57.07,56.98,56.98,57.13,57.27,57.27,57.27,57.27,53.06,53.35,52.92,99.86,99.86,99.86,99.86,,99.71,99.71,99.56,98.23,98.23,97.94,98.53,98.53,96.76,96.17,95.43,95.43,92.62,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
AF522874,57.89,58.18,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.02,58.32,58.32,58.32,58.32,58.18,58.46,58.61,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.18,58.46,58.46,58.46,58.46,58.32,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.32,58.17,58.17,58.02,58.02,58.17,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.03,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,56.92,56.92,56.92,56.92,56.84,56.84,56.98,57.13,57.13,57.13,57.13,52.92,53.21,52.78,99.71,99.71,99.71,99.71,99.71,,99.86,99.42,98.09,98.09,97.79,98.38,98.38,96.61,96.02,95.28,95.28,92.47,57.86,57.86,57.86,57.86,57.72,57.72,57.72,57.72,57.58,57.86,57.86,57.86,57.72,57.86,57.86,57.86,57.58
NC_004161,57.89,58.18,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.02,58.32,58.32,58.32,58.32,58.18,58.46,58.61,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.18,58.46,58.46,58.46,58.46,58.32,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.32,58.17,58.17,58.02,58.02,58.17,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.03,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,56.92,56.92,56.92,56.92,56.84,56.84,56.98,57.13,57.13,57.13,57.13,52.92,53.21,52.78,99.71,99.71,99.71,99.71,99.71,99.86,,99.42,98.09,98.09,97.79,98.38,98.38,96.61,96.02,95.28,95.28,92.47,57.86,57.86,57.86,57.86,57.72,57.72,57.72,57.72,57.58,57.86,57.86,57.86,57.72,57.86,57.86,57.86,57.58
KY008770,57.89,58.18,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.02,58.32,58.32,58.32,58.32,58.18,58.46,58.61,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.18,58.46,58.46,58.46,58.46,58.32,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.32,58.17,58.17,58.02,58.02,58.17,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.03,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,56.92,56.92,56.92,56.92,56.84,56.84,56.98,57.13,57.13,57.13,57.13,52.78,53.06,52.64,99.56,99.56,99.56,99.56,99.56,99.42,99.42,,97.94,97.94,97.64,98.23,98.23,96.46,96.02,95.13,95.13,92.33,57.72,57.72,57.72,57.72,57.58,57.58,57.58,57.58,57.44,57.72,57.72,57.72,57.58,57.72,57.72,57.72,57.44
JX477166,57.89,58.18,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.02,58.32,58.32,58.32,58.32,58.18,58.46,58.61,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.18,58.46,58.46,58.46,58.46,58.32,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.32,58.17,58.17,58.02,58.02,58.46,58.46,58.46,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.03,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.32,58.32,57.36,57.36,57.36,57.36,56.84,56.84,56.98,57.27,57.27,57.27,57.27,52.92,53.21,52.78,98.23,98.23,98.23,98.23,98.23,98.09,98.09,97.94,,99.86,99.27,98.53,98.53,97.79,97.20,95.43,95.43,92.62,58.15,58.15,58.15,58.15,58.01,58.01,58.01,58.01,57.86,58.15,58.15,58.15,58.01,58.15,58.15,58.15,57.86
KY798009,57.89,58.18,58.17,58.17,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.02,58.32,58.32,58.32,58.32,58.18,58.46,58.61,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.17,58.02,58.18,58.46,58.46,58.46,58.46,58.32,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.32,58.17,58.17,58.02,58.02,58.46,58.46,58.46,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.03,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.32,58.32,57.36,57.36,57.36,57.36,56.84,56.84,56.98,57.27,57.27,57.27,57.27,52.92,53.21,52.78,98.23,98.23,98.23,98.23,98.23,98.09,98.09,97.94,99.86,,99.27,98.53,98.53,97.79,97.20,95.43,95.43,92.62,58.15,58.15,58.15,58.15,58.01,58.01,58.01,58.01,57.86,58.15,58.15,58.15,58.01,58.15,58.15,58.15,57.86
AB050936,58.04,58.32,58.32,58.32,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.17,58.46,58.46,58.46,58.46,58.32,58.61,58.75,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.32,58.17,58.32,58.61,58.61,58.61,58.61,58.46,58.46,58.75,58.75,58.75,58.75,58.61,58.61,58.46,58.32,58.32,58.17,58.17,58.61,58.61,58.61,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.46,58.32,58.18,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,58.61,57.21,57.21,57.21,57.21,56.84,56.84,56.98,57.27,57.27,57.27,57.27,53.21,53.49,53.06,97.94,97.94,97.94,97.94,97.94,97.79,97.79,97.64,99.27,99.27,,97.94,97.94,97.20,96.61,94.84,94.84,92.03,58.01,58.01,58.01,58.01,57.86,57.86,57.86,57.86,57.72,58.01,58.01,58.01,57.86,58.01,58.01,58.01,57.72
